tile_id,return_period,waterlevel_name,elapsed_s,alloc_GiB,gc_pct,compile_pct,n_cells,size_source
2641,RP100,SLR_500,29.721801,12.43,7.64,5.08,61771006.0,dem
2641,RP250,SLR_500,29.768197,12.436,7.68,5.1,61771006.0,dem
2641,RP2,SLR_1000,29.893078,12.429,7.63,5.21,61771006.0,dem
2641,RP2,SLR_1500,29.782953,12.438,7.66,5.16,61771006.0,dem
2641,RP2,SLR_2000,29.793501,12.446,7.63,5.09,61771006.0,dem
2641,RP5,SLR_1000,29.960776,12.43,7.63,5.07,61771006.0,dem
2641,RP5,SLR_1500,29.891968,12.441,7.64,5.22,61771006.0,dem
2641,RP5,SLR_2000,29.84083,12.447,7.61,5.18,61771006.0,dem
2641,RP10,SLR_500,29.807302,12.424,7.66,5.04,61771006.0,dem
2641,RP25,SLR_500,29.968903,12.426,7.64,5.33,61771006.0,dem
2641,RP50,SLR_500,29.90176,12.427,7.7,5.14,61771006.0,dem
2641,RP1000,SLR_0,29.853502,12.426,7.67,5.2,61771006.0,dem
2641,RP2,SLR_500,29.89907,12.42,7.66,5.16,61771006.0,dem
2641,RP5,SLR_500,29.81077,12.422,7.59,5.12,61771006.0,dem
2641,RP500,SLR_0,29.80916,12.425,7.63,5.13,61771006.0,dem
2641,RP100,SLR_0,29.800482,12.421,7.7,5.08,61771006.0,dem
2641,RP250,SLR_0,29.95239,12.422,7.63,5.19,61771006.0,dem
2641,RP10,SLR_0,29.86017,12.418,7.62,5.22,61771006.0,dem
2641,RP25,SLR_0,29.880698,12.419,7.62,5.24,61771006.0,dem
2641,RP50,SLR_0,29.86561,12.42,7.68,5.06,61771006.0,dem
2641,RP2,SLR_0,29.769471,12.414,7.65,5.09,61771006.0,dem
2641,RP5,SLR_0,29.903557,12.416,7.73,5.11,61771006.0,dem
